frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,965814.806915,40611.000000,0.000000
4,1436701.758823,53800.000000,0.000000
8,1009605.103323,40393.000000,0.000000
16,2083900.700368,79868.000000,0.000000
32,1339838.097075,50321.000000,0.000000
64,2212451.195485,80927.000000,0.000000
128,1079840.466072,51866.000000,0.000000
256,3167367.318917,103164.000000,0.000000
512,2641940.155581,87822.000000,0.000000
1024,1728129.139740,67486.000000,0.000000
2048,3133689.683084,101448.000000,0.000000
4096,4067834.879954,128107.000000,0.000000
8192,4122142.624385,117984.000000,0.000000
16384,992911.031222,46867.000000,0.000000
32768,2221521.897745,78092.000000,0.000000
65536,8226481.563096,218578.000000,0.000000
