frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,641574.372220,24998.000000,0.000000
4,1355885.615170,41517.000000,0.000000
8,992392.017005,31435.000000,0.000000
16,1101560.798292,31168.000000,0.000000
32,2008594.118220,56061.000000,0.000000
64,3188333.869916,89279.000000,0.000000
128,1339031.507256,40193.000000,0.000000
256,2879087.334905,80264.000000,0.000000
512,1364416.607479,42987.000000,0.000000
1024,3252816.694680,92468.000000,0.000000
2048,1964814.686239,68621.000000,0.000000
4096,4570161.674040,120027.000000,0.000000
8192,1116171.648295,37962.000000,0.000000
16384,4445923.830619,117437.000000,0.000000
32768,6909643.728419,171458.000000,0.000000
65536,5831148.100473,145825.000000,0.000000
