frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1386302.015636,52753.000000,0.000000
4,1042997.705179,37993.000000,0.000000
8,1181439.864589,40747.000000,0.000000
16,1389627.369792,54385.000000,0.000000
32,1374212.425081,57389.000000,0.000000
64,1861313.632006,62556.000000,0.000000
128,2987916.450634,104958.000000,0.000000
256,3229084.803771,105558.000000,0.000000
512,2096552.370815,71414.000000,0.000000
1024,3003569.405927,101132.000000,0.000000
2048,2802526.914435,89083.000000,0.000000
4096,3636948.152912,125202.000000,0.000000
8192,2428189.386906,74333.000000,0.000000
16384,1613379.132394,61150.000000,0.000000
32768,3180888.949370,90558.000000,0.000000
65536,1860137.500780,63895.000000,0.000000
