frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1302127.778489,48645.000000,0.000000
4,1908329.993423,59461.000000,0.000000
8,910536.871235,34381.000000,0.000000
16,462578.103159,26960.000000,0.000000
32,877176.404343,27866.000000,0.000000
64,2390467.881394,84576.000000,0.000000
128,2499294.762938,93670.000000,0.000000
256,3316840.229802,111914.000000,0.000000
512,2240425.330408,79558.000000,0.000000
1024,1854918.301748,68133.000000,0.000000
2048,3213311.489771,112004.000000,0.000000
4096,3546872.840540,122106.000000,0.000000
8192,1892723.460711,73996.000000,0.000000
16384,3390590.037281,97344.000000,0.000000
32768,3177518.925802,93690.000000,0.000000
65536,4689188.868886,150529.000000,0.000000
