frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,713924.609690,27079.000000,0.000000
4,1401940.697579,50349.000000,0.000000
8,1344375.514789,51293.000000,0.000000
16,1570114.550839,60751.000000,0.000000
32,1850968.956950,67394.000000,0.000000
64,1692398.387549,70124.000000,0.000000
128,2208307.476408,75378.000000,0.000000
256,2348527.916819,82398.000000,0.000000
512,2565614.064285,91175.000000,0.000000
1024,2306893.420189,83762.000000,0.000000
2048,3552838.848709,141053.000000,0.000000
4096,676712.696124,27957.000000,0.000000
8192,3663573.663492,110124.000000,0.000000
16384,4957348.559994,165690.000000,0.000000
32768,1615653.705918,79265.000000,0.000000
65536,1306111.077871,54182.000000,0.000000
