frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1135664.131388,54954.000000,0.000000
4,1465579.902354,55999.000000,0.000000
8,1276510.374083,47437.000000,0.000000
16,1846987.799921,75282.000000,0.000000
32,2313933.248791,101128.000000,0.000000
64,2073497.268532,86559.000000,0.000000
128,1939244.615166,76895.000000,0.000000
256,2412237.486756,105639.000000,0.000000
512,2353523.070537,94604.000000,0.000000
1024,1890032.522465,85031.000000,0.000000
2048,2713642.730120,102861.000000,0.000000
4096,3479123.897817,132046.000000,0.000000
8192,2783844.134820,103991.000000,0.000000
16384,2735788.090555,102704.000000,0.000000
32768,3964598.862928,131688.000000,0.000000
65536,4348655.592890,157283.000000,0.000000
