frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1007733.093072,45173.000000,0.000000
4,1839447.637854,76553.000000,0.000000
8,1755675.857012,79111.000000,0.000000
16,1357982.308306,60105.000000,0.000000
32,2865865.510069,114882.000000,0.000000
64,2345565.115142,93002.000000,0.000000
128,2343363.022523,95798.000000,0.000000
256,2899092.253193,111410.000000,0.000000
512,2726212.077720,105065.000000,0.000000
1024,2771644.351710,132907.000000,0.000000
2048,2348160.087012,89555.000000,0.000000
4096,2457543.084042,95147.000000,0.000000
8192,3942347.574779,145777.000000,0.000000
16384,1834189.364961,73734.000000,0.000000
32768,2841734.977014,104051.000000,0.000000
65536,3823501.125239,143222.000000,0.000000
