frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1741676.469791,69420.000000,0.000000
4,1459179.020005,73906.000000,0.000000
8,1625683.325539,72515.000000,0.000000
16,1227757.340482,49996.000000,0.000000
32,809369.358135,34452.000000,0.000000
64,1924955.456535,85742.000000,0.000000
128,2110593.789826,88775.000000,0.000000
256,1909710.910011,82140.000000,0.000000
512,3269889.602739,126938.000000,0.000000
1024,2306796.894266,98839.000000,0.000000
2048,2979822.796679,119385.000000,0.000000
4096,3331196.164788,122787.000000,0.000000
8192,3587812.443330,145799.000000,0.000000
16384,4140658.927206,151704.000000,0.000000
32768,3575718.904719,124688.000000,0.000000
65536,7650307.805560,233405.000000,0.000000
