frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,732703.791964,23823.000000,0.000000
4,974431.645662,40399.000000,0.000000
8,1118106.666279,37275.000000,0.000000
16,2077979.721712,72517.000000,0.000000
32,2229346.833674,79147.000000,0.000000
64,2205462.890528,80387.000000,0.000000
128,1871319.666021,70739.000000,0.000000
256,2470711.596611,90964.000000,0.000000
512,2972179.173359,102900.000000,0.000000
1024,2320628.804282,83211.000000,0.000000
2048,4127564.075243,137334.000000,0.000000
4096,4519021.303760,145465.000000,0.000000
8192,4194541.338833,137660.000000,0.000000
16384,1715950.852477,56456.000000,0.000000
32768,8016714.575195,221275.000000,0.000000
65536,6899642.479490,199964.000000,0.000000
