frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1351182.922301,61828.000000,0.000000
4,1486579.078214,60412.000000,0.000000
8,734138.444760,30234.000000,0.000000
16,1902627.825262,67648.000000,0.000000
32,1568553.421444,65132.000000,0.000000
64,2608578.408357,107591.000000,0.000000
128,1175287.947269,40217.000000,0.000000
256,2251172.288498,86254.000000,0.000000
512,3044491.022426,106868.000000,0.000000
1024,2020976.813414,81385.000000,0.000000
2048,1476398.311806,59852.000000,0.000000
4096,619931.385031,23893.000000,0.000000
8192,2673550.450446,76940.000000,0.000000
16384,3996008.116156,131070.000000,0.000000
32768,1308404.237429,48608.000000,0.000000
65536,2288717.906417,92439.000000,0.000000
