frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2470450.964483,34551.000000,44671.627965
4,665810.207498,13899.000000,2027.962278
8,630373.749683,16294.000000,36.400549
16,4508925.625737,71947.000000,168317.071502
32,4518021.754631,60081.000000,220166.777194
64,1199451.837043,26764.000000,63150.725214
128,959008.616931,18778.000000,530.420588
256,1505536.867406,23312.000000,77846.564414
512,8209565.473434,129454.000000,51984.880360
1024,852917.119697,18712.000000,138536.520654
2048,1392412.787595,27220.000000,164551.777602
4096,3385431.707813,52121.000000,676057.723493
8192,496474.970530,12363.000000,117134.671417
16384,1955988.692976,31670.000000,810867.274198
32768,1451595.517242,26090.000000,1001676.559525
65536,1276789.723124,30209.000000,0.000000
