frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,239734.403962,6284.000000,1523.324325
4,919592.488626,13271.000000,19179.749164
8,276048.343772,5988.000000,13769.483941
16,488760.422442,7165.000000,15351.972935
32,843287.293430,14749.000000,1105.327101
64,949594.809048,15306.000000,34806.605551
128,1634138.328466,26567.000000,155619.313342
256,1322592.871980,23350.000000,109996.584420
512,516996.603081,11425.000000,28845.456419
1024,1437837.964687,22081.000000,305022.561207
2048,1185493.664347,21165.000000,66839.929668
4096,1324711.054946,26351.000000,415820.807154
8192,1164868.844578,21086.000000,205576.068342
16384,892186.677107,16070.000000,259614.174211
32768,1391802.809508,23968.000000,321794.895284
65536,1501943.320524,26977.000000,483347.374073
