frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,208520.713818,4920.000000,1039.486412
4,949206.308619,15452.000000,26603.211423
8,488405.592120,8227.000000,10706.718732
16,1398888.629852,21749.000000,63570.079817
32,354996.657603,7197.000000,10625.950452
64,1062740.144700,24254.000000,54621.791137
128,1191547.180083,18400.000000,64770.660958
256,808541.107270,16443.000000,39136.180179
512,1381925.864424,24972.000000,91808.523575
1024,955531.225496,14500.000000,131026.971460
2048,768215.600411,16150.000000,19127.827660
4096,2685290.292047,51072.000000,296281.459766
8192,518210.966670,9284.000000,137416.743434
16384,1330860.226558,21528.000000,542366.392744
32768,2234019.439973,45427.000000,919477.929273
65536,1518313.423704,32584.000000,815601.698806
