frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,234972.298676,7153.000000,2786.873696
4,197429.608294,5338.000000,3287.700868
8,366509.369216,8761.000000,2038.404278
16,818627.853876,19895.000000,52346.371918
32,1209014.018336,19602.000000,2174.422912
64,1267223.197260,21607.000000,57435.219900
128,1977339.380197,31444.000000,135681.948696
256,2031921.395720,29804.000000,198253.841418
512,673804.087394,12401.000000,50613.885140
1024,2309430.695887,33115.000000,319043.034404
2048,506632.343322,8378.000000,145126.684018
4096,1205112.835019,28683.000000,510922.605700
8192,1661300.301209,22647.000000,139303.024346
16384,1392375.938341,28090.000000,814756.838669
32768,1459902.367368,28121.000000,1170972.704102
65536,1497218.262289,35009.000000,1436940.502160
