frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1058670.003037,17226.000000,10385.659681
4,616230.046455,14323.000000,520.928018
8,517868.078900,8559.000000,9403.217322
16,1975319.231921,27323.000000,11614.605805
32,716084.121193,14493.000000,16644.175107
64,911122.846508,14225.000000,36047.955698
128,1014622.035650,16890.000000,59620.843905
256,1572971.117952,26142.000000,161705.833902
512,1409215.574407,29371.000000,173889.157580
1024,1494487.035426,31110.000000,448295.614200
2048,1850444.267463,32958.000000,237111.228513
4096,2006531.640638,36494.000000,563150.783174
8192,1003276.335913,22553.000000,80993.570325
16384,2482670.584010,42617.000000,1378330.165295
32768,894392.917419,19370.000000,462233.897046
65536,196154.005779,6281.000000,0.000000
