frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2124970.410101,37611.000000,88808.328883
4,3561612.983101,71115.000000,139698.070932
8,137513.411088,4496.000000,1366.170560
16,806748.714925,24850.000000,22268.311454
32,1072223.429218,20487.000000,63808.896135
64,375408.822827,10082.000000,558.789764
128,739635.142094,18798.000000,2164.632070
256,1738178.940352,29514.000000,89788.082700
512,2910366.763961,48136.000000,436551.126513
1024,1848269.429881,38355.000000,356834.051031
2048,1738978.863348,51356.000000,220661.673340
4096,2536768.059453,43089.000000,1049717.527792
8192,1121371.551089,25557.000000,149046.780613
16384,1187504.886234,30160.000000,883106.133315
32768,2197517.089382,34844.000000,328049.348542
65536,1719698.864507,38291.000000,1427826.897322
