frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,839064.857340,14929.000000,20128.717172
4,1637582.051588,42712.000000,100459.305652
8,305318.007775,7627.000000,5729.902442
16,672447.089510,15691.000000,128.918579
32,778277.794747,17339.000000,4490.685582
64,1102303.032890,17530.000000,68703.267630
128,1806135.065295,32671.000000,85276.830013
256,893964.379567,21250.000000,34576.738799
512,1209790.879009,19927.000000,152671.380003
1024,1294563.567643,20519.000000,161159.927200
2048,323952.979218,7731.000000,9986.148757
4096,479632.153117,11856.000000,80192.546618
8192,561715.848596,13508.000000,52401.838117
16384,1599298.132913,32678.000000,995604.523001
32768,3424570.115238,71041.000000,1436139.595583
65536,3773131.901872,65173.000000,2470414.314658
