frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1481313.450944,27649.000000,78.121700
4,2494076.136154,44573.000000,106762.741797
8,267015.171633,6098.000000,5266.699346
16,341514.605493,8790.000000,22.068076
32,604995.690050,11531.000000,32855.642027
64,2621890.471462,34466.000000,127172.071851
128,3315190.957917,45278.000000,266807.617897
256,2584726.836416,38315.000000,4934.280495
512,4786690.133007,75615.000000,1754.583711
1024,3551817.587159,48094.000000,27736.112940
2048,1803570.355397,30771.000000,575965.359552
4096,2126580.190996,33920.000000,164776.941579
8192,386174.329740,9672.000000,70972.182720
16384,3477524.827645,55217.000000,1187269.297555
32768,2868016.133432,41992.000000,802614.550588
65536,1644526.522723,26313.000000,438114.883649
