frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,483872.964277,12399.000000,7975.558162
4,1213920.338439,28413.000000,136.011029
8,302068.529089,9405.000000,18240.401777
16,1494611.826835,27007.000000,51558.718943
32,846107.157645,21809.000000,29240.746280
64,1101449.661036,24923.000000,19178.378034
128,660957.797274,13960.000000,38092.866694
256,765426.958713,16792.000000,1734.471966
512,3320563.138850,74320.000000,36655.647860
1024,1535599.947992,34752.000000,391131.605720
2048,1404395.270995,30213.000000,266506.817112
4096,604862.979062,14427.000000,4924.966903
8192,317783.580812,9327.000000,20866.514179
16384,619822.522485,27102.000000,247651.195951
32768,4892651.062879,82580.000000,2991996.493094
65536,1874385.432366,29673.000000,812918.838776
