frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,525504.190025,10329.000000,1955.853011
4,3855287.018736,53919.000000,109446.663668
8,1550958.359353,32767.000000,26735.044511
16,1643960.174619,25301.000000,67757.024492
32,1540633.449717,24139.000000,63917.268301
64,477152.930679,9327.000000,13307.087397
128,2786387.590691,38832.000000,156599.495469
256,848245.638743,14243.000000,73828.563260
512,1658761.817801,32744.000000,86183.858019
1024,1517683.848004,35948.000000,205143.579729
2048,2369205.919256,38450.000000,575726.948612
4096,1496110.268847,24499.000000,271840.908180
8192,909281.972146,16441.000000,305261.923459
16384,2462425.240781,35305.000000,515103.783237
32768,794955.709310,20766.000000,517558.393596
65536,869414.070077,20402.000000,537319.732290
