frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,443426.587395,8795.000000,8691.906638
4,594815.906998,11192.000000,7293.314336
8,772952.461008,15812.000000,1391.864936
16,317527.435243,11285.000000,3203.050577
32,1560606.176263,28794.000000,18152.528749
64,1102924.036813,18871.000000,45617.081954
128,1452054.018410,26690.000000,60108.013068
256,800365.480179,21111.000000,122853.859899
512,1046895.049361,25017.000000,188527.985604
1024,1408770.004127,21679.000000,50955.789210
2048,734418.878352,11791.000000,106218.911847
4096,1853030.643851,31313.000000,606248.318022
8192,1010926.889179,18093.000000,153743.701266
16384,1198998.538594,20496.000000,204956.140874
32768,957326.238203,16622.000000,151387.986095
65536,385717.493644,11749.000000,0.000000
