frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,107913.954283,2914.000000,769.616788
4,914613.798510,14982.000000,7484.113708
8,366213.249334,8085.000000,16710.496342
16,607000.925327,11587.000000,14537.910166
32,347620.347127,9027.000000,11968.860138
64,792186.651155,17898.000000,5547.391369
128,2538000.419961,36283.000000,58534.037286
256,812160.893614,13192.000000,89718.272041
512,1714657.969110,25774.000000,183846.700465
1024,1849920.232504,29250.000000,515984.322498
2048,453337.839176,8719.000000,101025.740923
4096,549515.628930,9966.000000,182535.337086
8192,962975.373222,19354.000000,408707.615839
16384,2431934.259666,42226.000000,379726.082330
32768,1705638.016821,29606.000000,715463.270960
65536,3282930.329236,50968.000000,925114.291093
