frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,493402.583977,14365.000000,10586.484497
4,435294.169622,12725.000000,5578.137324
8,854550.393777,19089.000000,44270.229127
16,3483746.300108,52001.000000,137828.315639
32,360127.415400,15332.000000,25512.179033
64,3692586.001607,56625.000000,60109.063992
128,3551512.367867,60964.000000,72274.332837
256,1757660.069179,28659.000000,136271.069292
512,848340.545508,20472.000000,21906.926553
1024,816639.633799,17049.000000,68662.791831
2048,2050511.101138,39783.000000,424954.104724
4096,1887121.479667,47833.000000,327951.955320
8192,314660.776070,8468.000000,94322.977482
16384,1935602.720744,39467.000000,204764.517334
32768,3274351.453934,55160.000000,1898098.966844
65536,2737722.940414,38022.000000,0.000000
