frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2370290.137788,32539.000000,46643.098118
4,1305447.585883,23274.000000,41891.541294
8,601655.460417,16461.000000,1999.000000
16,2350149.470104,29857.000000,68898.380765
32,2286236.820858,38557.000000,131204.221083
64,1023387.224882,22820.000000,1428.423257
128,2549911.100408,40862.000000,171601.343273
256,1758423.651868,28710.000000,34507.247659
512,967243.395746,19882.000000,34837.349454
1024,4404731.471151,70360.000000,817766.878063
2048,567274.941847,10058.000000,91105.689279
4096,1850692.916878,29408.000000,604001.345687
8192,1337582.156831,26907.000000,704243.642600
16384,2762688.140687,43249.000000,1323473.102910
32768,860471.694877,19394.000000,256566.125971
65536,953958.194723,28014.000000,899244.426478
