frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,316346.913712,7737.000000,1801.390574
4,432345.699228,8441.000000,4514.535635
8,1395091.026358,25400.000000,812.976014
16,197144.626604,4327.000000,1243.296827
32,568151.396808,13261.000000,32350.267665
64,1075657.931894,18740.000000,34265.683577
128,1137286.105066,22467.000000,118843.618323
256,1032795.108674,18342.000000,74063.189784
512,1763841.299336,32254.000000,319695.555301
1024,1762309.572485,26344.000000,242714.257350
2048,300398.273903,6677.000000,70213.145785
4096,1312088.545592,22632.000000,162931.853460
8192,1847842.117431,34633.000000,915984.511163
16384,2032359.304246,35192.000000,542548.618144
32768,2965262.632532,48733.000000,1962909.159651
65536,1065509.330384,31499.000000,1061924.047017
