frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,337441.970897,6218.000000,8520.514949
4,1069678.285240,14308.000000,31391.223280
8,741880.441823,10963.000000,21970.007169
16,593522.999765,12896.000000,12386.228684
32,852624.418782,14273.000000,23929.825950
64,530734.719657,11807.000000,9111.338156
128,1240359.951797,26388.000000,56497.673952
256,1261463.298931,17624.000000,40417.131751
512,813779.385961,18665.000000,20479.751170
1024,793995.085861,13389.000000,152727.468309
2048,1697619.623941,31300.000000,482521.022392
4096,700479.468863,14157.000000,126259.586507
8192,1659008.469135,26613.000000,646917.016234
16384,537006.189931,12212.000000,173719.288794
32768,2212378.152196,44294.000000,937763.476663
65536,1909236.225725,36038.000000,0.000000
