frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2159073.747925,47032.000000,52991.602769
4,588086.015871,10632.000000,15585.131953
8,706917.304128,12046.000000,11027.592711
16,965902.757239,16900.000000,15345.442320
32,1952663.701960,27712.000000,52377.561999
64,942228.498941,18777.000000,795.894465
128,1666213.799004,23906.000000,93700.173442
256,1545200.869241,20565.000000,152597.661008
512,2012742.664542,29475.000000,219095.856953
1024,813343.180585,17093.000000,50276.751516
2048,955763.802810,15182.000000,165946.438163
4096,2881953.549716,45725.000000,939148.511251
8192,297541.081723,10861.000000,11877.446653
16384,988691.228063,17934.000000,279035.148704
32768,734095.874300,15300.000000,354218.528378
65536,3061561.914807,51967.000000,1606921.028791
