frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,666620.738453,14891.000000,26226.624316
4,2133782.460704,32289.000000,8768.984491
8,2360791.917825,37890.000000,61839.055588
16,2676493.247727,39578.000000,118476.809895
32,1931066.267137,43104.000000,30193.223163
64,5179441.971976,82619.000000,260736.617852
128,2227303.289222,40090.000000,4394.699535
256,1653837.611037,35164.000000,77546.359947
512,2226860.322485,39076.000000,238894.725861
1024,7696850.246232,144368.000000,116553.502993
2048,1348773.194218,57580.000000,109083.736982
4096,137292.562027,5221.000000,34794.136604
8192,1611222.012315,24974.000000,485997.859602
16384,1764663.405667,28103.000000,847204.391412
32768,550473.064864,19829.000000,254472.452963
65536,2029964.031138,47779.000000,782347.936396
