frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2538753.342379,52203.000000,68353.891221
4,1531363.090356,26350.000000,9213.580683
8,582525.870739,11837.000000,13133.332136
16,2726479.780799,38994.000000,1000.090496
32,965905.237189,15475.000000,22228.540370
64,6339561.971859,118174.000000,17260.073233
128,1886170.176386,34800.000000,77799.169128
256,796941.289223,20722.000000,96841.192222
512,749278.515884,34642.000000,1114.764549
1024,755934.043694,14414.000000,155356.517884
2048,996300.450254,18661.000000,141949.139226
4096,1018882.721097,19929.000000,170299.063676
8192,2117758.238871,33116.000000,563032.609098
16384,1785403.863758,42424.000000,643576.604875
32768,1322638.790899,31050.000000,473915.242629
65536,1363319.357160,34132.000000,0.000000
