frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1295049.743661,24409.000000,44699.779731
4,1863910.729382,26942.000000,48797.100344
8,328665.049368,11164.000000,277.423863
16,525672.421265,11664.000000,11740.056814
32,1052145.013682,16703.000000,24654.562985
64,975870.225699,18347.000000,2368.826925
128,498121.407871,10778.000000,14111.440926
256,753294.722205,22422.000000,5186.165539
512,5077962.709828,71300.000000,729520.276245
1024,885079.683869,15320.000000,141899.746053
2048,4313361.148725,60304.000000,943191.165587
4096,2064767.539654,47562.000000,129032.457986
8192,4306225.791745,57565.000000,1378631.174600
16384,3340254.245022,62628.000000,2075168.505718
32768,6152834.703213,90038.000000,467670.366105
65536,2250167.190063,42370.000000,1414160.276043
