frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1123388.264711,19883.000000,30509.152250
4,667866.373188,10194.000000,10761.373425
8,1156385.144931,24364.000000,381.085292
16,598302.928688,12515.000000,14112.894211
32,952451.172362,16465.000000,37188.781938
64,1139144.476040,22587.000000,67070.472527
128,1036578.386328,17323.000000,8659.539133
256,1351049.335788,20737.000000,55115.204091
512,915865.810843,16114.000000,62423.359634
1024,563965.883681,12878.000000,74414.672034
2048,288934.765906,7480.000000,130597.064883
4096,2718540.002927,39726.000000,814158.368549
8192,688577.046343,14455.000000,201565.203959
16384,1738084.605136,31783.000000,659359.909317
32768,748252.173649,16423.000000,346898.862131
65536,1915890.074391,34656.000000,513990.904545
