frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2633966.227878,39185.000000,25167.467691
4,961925.421675,29774.000000,2360.076058
8,1072560.345657,18783.000000,38913.380334
16,344947.029428,9915.000000,4257.673308
32,462671.749955,9551.000000,23503.041399
64,1452142.108109,20663.000000,94324.796708
128,4329010.991465,55846.000000,223.689517
256,1761856.572478,28168.000000,157519.629516
512,1223993.114210,20574.000000,154147.343951
1024,1661513.725101,31071.000000,285567.116908
2048,1485252.936159,27568.000000,61436.966738
4096,1845327.724942,31527.000000,349245.963886
8192,2065256.297949,40874.000000,259089.741350
16384,1112217.168899,24583.000000,328636.036268
32768,1012775.265678,24684.000000,204231.535393
65536,2179636.659175,39841.000000,1378892.729321
