frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,191138.061641,4778.000000,4021.086172
4,617244.316680,9661.000000,14398.618406
8,580094.635050,8723.000000,11757.237516
16,1000815.748541,14656.000000,32013.293286
32,514644.499885,9873.000000,27855.821707
64,812007.649721,16635.000000,76878.513487
128,1226655.319986,20319.000000,59379.442663
256,509227.631665,12737.000000,46581.645924
512,895576.000549,16919.000000,59837.256872
1024,1055895.009648,15226.000000,84464.090121
2048,1536578.126288,21710.000000,43199.191775
4096,498762.242913,12509.000000,140459.553648
8192,1166480.695073,19821.000000,394908.392054
16384,1851025.168105,31865.000000,221592.676953
32768,2684515.264509,52330.000000,1662102.921635
65536,208062.370223,6986.000000,0.000000
