arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6169868215481644,2.050503587496117,1.479492185843206,0.9321984750214036,0.922238415211962,1.2349186626680675,1.3859509412193856
22,0.514146357922792,2.017202206537911,1.0639813496777035,0.8219747667597465,0.7921707903337327,1.1840302604756656,1.8958999677475108
24,0.388135166909181,2.097365219706549,1.164013708511659,0.8666398417487717,0.5546171101446704,1.2239921901935482,1.801838934000442
26,0.4729380929632305,1.97429524486617,1.0366617706723102,0.8803175809238986,0.8188388094950044,1.1799257734783484,1.9044738609255087
28,0.4908905430665677,2.247514622062479,1.1619708846262071,0.9828482798423104,0.8891170978346186,1.3373292089693796,1.934226280364572
30,0.3545500078399597,2.1352108522641693,1.749644383154494,0.8946437664816265,0.6322924076768532,1.2511019088514963,1.2203684776300223
32,0.3811343323536625,2.338547148806948,1.1853847588853177,0.964201655235468,0.8141522648517194,1.350724328691018,1.9728169535484927
34,0.3470411939622897,2.2742942268756163,1.2444751017548648,1.07873862765457,0.7878318196713479,1.3198525643579866,1.8275128394843565
36,0.2070292248410657,2.2138481799585987,1.2762193545270482,0.7653776373038725,0.3100350530560022,1.273712319170406,1.734692529231407
38,0.2658554816296826,2.4150142014424394,1.583882188244245,1.0621365634982791,0.5979050899872657,1.437525058369421,1.5247435821723052
40,0.2834822326296923,2.425394171166678,1.3597638820360443,1.1358173550804265,0.9096749113294466,1.399152365222733,1.783687744033185
