arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
20,0.745488441799802,1.704913421176197,1.2226660207938862,0.9380082321096022,1.0736351801637254,1.0517897369011036,1.394422836801487,,,,,
22,0.4403373157863682,1.2890036092267645,0.99244716398024,0.7191292406656834,1.0771480753804297,0.769144018112598,1.298813333353864,,,,,
24,0.5728242900174834,1.503972041553527,0.9944430737536366,0.7205885319723256,1.0710224146662384,0.9109818807692848,1.512376204579128,,,,,
26,0.5242399399855852,1.2507655496551788,0.9966796703294843,0.6597992824841277,1.1582541670715696,0.7532979811625106,1.2549323387339668,,,,,
28,0.4815289896527768,2.1060794645204375,1.008602359279467,1.3370944190964646,0.6947689518711355,1.4234805996450597,2.0881167341557623,,,,,
30,0.2430496624264679,1.4051861266615595,1.0021707898228636,1.1136864530838593,0.4224473069728667,1.0854294137095624,1.4021423702739635,,,,,
32,0.1936223959148123,1.3262943889040515,1.021946263787809,1.1394622158778116,0.6494407436675228,1.1366725965897324,1.2978122587269774,,,,,
34,0.387793153683808,1.9408502669969847,1.1016675516404648,1.0411685148903578,1.0535887709895573,1.136120831197614,1.7617386153444516,,,,,
36,0.369953412363903,2.087220022435665,1.0612318987062463,1.3395742189242543,0.59110464483778,1.4018515834233092,1.9667897515898336,,,,,
38,0.2752268488455789,2.148738218754195,1.0,1.185688889104622,1.183990212934505,1.363526430860913,2.148738218754195,,,,,
40,0.4479269938649808,1.6556541011154648,1.008896838509758,0.8531088466539034,0.833868151786622,0.970516435343615,1.6410539094968641,,,,,
