arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.5991363636238181,1.991179098327164,0.9999999999999998,0.9052284181671012,0.8955565195020194,1.199190405826806,1.9911790983271649
22,0.4838771437433986,1.8984439489096232,1.0,0.7735828451177693,0.7455335109875435,1.1143231333182997,1.8984439489096232
24,0.3360232032485447,1.815767906629261,1.0,0.7502826863286369,0.480152879243921,1.0596560465655382,1.815767906629261
26,0.4874741083293443,2.034976307448395,1.0,0.9073746314634176,0.8440062757961702,1.216191448477567,2.034976307448395
28,0.41518309680018584,1.9008923558852533,1.0000000000000002,0.8312687996809309,0.7519932810091072,1.1310800141976993,1.900892355885253
30,0.3362544574407728,2.025029335139162,1.015663238833695,0.8484782051868955,0.5996647462585046,1.1865423332718406,1.9937999700220923
32,0.3141213972596133,1.9273721509273112,1.036376211337963,0.7946709216989452,0.6710039618787004,1.1132332551119193,1.85972249250981
34,0.2929035592182776,1.919509514578936,1.2121405582827256,0.9104578620732776,0.6649318526498178,1.113958574571504,1.583570074825613
36,0.1767057628315741,1.889586997841472,0.9951091010487436,0.6532731760834066,0.2646243813975845,1.0871523436353774,1.898874199673221
38,0.2045081163749278,1.857738656837804,1.0086787196950806,0.8170437058602299,0.4599357627487241,1.1058095929667124,1.8417545850470511
40,0.2174389614551991,1.8603465367329617,1.071824650806836,0.871204321344868,0.6977466141227489,1.0731897882610053,1.7356817977012855
