frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,109464.851162,101350.000000,28.106939
4,432940.067691,390619.000000,104.436584
8,43265.397722,23759.000000,80.622577
16,88440.014015,60656.000000,34.510868
32,324053.053186,209084.000000,56.089215
64,560832.905401,340159.000000,280.383666
128,162635.593810,110367.000000,639.404410
256,112937.512400,88517.000000,2405.047401
512,354290.496824,224704.000000,32574.366164
1024,227710.003660,198763.000000,10736.607937
2048,179881.684337,130411.000000,4469.124411
4096,98657.337771,62378.000000,3235.401057
8192,352911.642960,193091.000000,33246.634973
16384,474807.064744,258436.000000,270618.655983
32768,122277.940312,66590.000000,77371.882580
65536,210522.897785,112541.000000,0.000000
