frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,298562.227517,203835.000000,110.186206
4,304546.404561,161632.000000,90.653185
8,238305.990798,184709.000000,54.203321
16,311095.414867,163159.000000,449.055676
32,399461.184552,253084.000000,274.617916
64,201804.917150,135399.000000,832.460810
128,728737.765593,266375.000000,262.282291
256,570028.956167,234913.000000,4240.882809
512,653816.082948,231550.000000,4411.247329
1024,736411.526980,279154.000000,3941.354463
2048,734417.019724,289486.000000,12823.118809
4096,425193.670273,237991.000000,56613.843793
8192,282564.603864,77536.000000,208181.624136
16384,1105768.183715,192768.000000,461261.397307
32768,2324236.443155,301443.000000,1946064.734851
65536,3038349.045892,231899.000000,2664753.682611
