frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,223538.986533,148059.000000,58.668561
4,138947.282467,74778.000000,181.719564
8,524101.939047,275079.000000,37.107951
16,390517.231581,267445.000000,434.782704
32,107404.907057,55835.000000,2543.127209
64,214733.390224,125931.000000,679.507910
128,613513.852062,258389.000000,173.841882
256,415426.896403,196959.000000,6847.179054
512,338697.185306,262064.000000,3249.343626
1024,179479.028109,116276.000000,10261.228094
2048,468196.951715,226382.000000,137784.418063
4096,403985.819673,163612.000000,86894.645151
8192,462316.269873,265231.000000,54314.794347
16384,717128.680179,286797.000000,79386.228314
32768,295905.224342,106649.000000,95551.781271
65536,118541.877090,86565.000000,24367.426947
