frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,184949.471032,103338.000000,35.171011
4,123989.738031,84486.000000,448.292315
8,195966.502270,144622.000000,50.537115
16,323618.123290,213938.000000,62.144992
32,175579.079910,81251.000000,2732.465919
64,505852.353847,297610.000000,657.019026
128,206925.997796,172192.000000,2893.246274
256,228386.167779,136678.000000,273.097052
512,405095.610277,217021.000000,4013.667151
1024,343155.342414,204242.000000,6158.580194
2048,327385.748286,144328.000000,28343.912574
4096,454622.640297,244221.000000,50581.817919
8192,750290.601510,240881.000000,152429.155649
16384,615828.419788,257637.000000,343096.012303
32768,651095.856967,190665.000000,332985.772927
65536,1589053.658609,294462.000000,1580818.890371
