frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,179926.191365,148592.000000,36.578682
4,125543.677320,87069.000000,169.029583
8,59341.909693,26248.000000,16.673332
16,121177.901319,79551.000000,48.856934
32,141462.730067,102050.000000,49.939964
64,368762.369700,314578.000000,141.583897
128,176831.733283,164454.000000,304.817978
256,246160.935731,171646.000000,5144.160767
512,241525.351800,223113.000000,13447.477570
1024,181123.513465,144398.000000,1154.945453
2048,125756.952038,97817.000000,11534.468172
4096,385887.051971,177357.000000,51038.632025
8192,297287.053095,201705.000000,16566.756864
16384,196140.673831,120216.000000,33010.264116
32768,257547.779816,118071.000000,150788.066378
65536,218457.971331,85808.000000,206763.817589
