frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,274052.723820,229663.000000,15.427249
4,217232.773089,150290.000000,59.506302
8,450960.816283,255479.000000,66.865537
16,208559.383129,125234.000000,73.280284
32,199691.133343,116161.000000,974.542970
64,422220.229814,208291.000000,204.235159
128,487708.356346,267092.000000,2496.905084
256,255810.105506,159931.000000,34839.896584
512,538320.226418,266247.000000,5400.002963
1024,233512.299927,126508.000000,1545.565916
2048,271183.792206,165511.000000,41368.366538
4096,206465.642042,110041.000000,31088.915356
8192,350381.760908,128866.000000,25680.305625
16384,351840.703440,198198.000000,194568.528604
32768,680978.436894,218005.000000,166057.243335
65536,370818.149873,227379.000000,241387.253638
