frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,59368.873124,45190.000000,21.118712
4,255313.419559,232519.000000,531.261706
8,311079.474771,244110.000000,105.494076
16,221336.104644,157132.000000,70.142712
32,177908.772313,77213.000000,274.209774
64,224541.975633,200596.000000,250.267857
128,272286.127243,152743.000000,189.546828
256,172655.593909,114489.000000,1363.324980
512,187633.806538,143917.000000,4926.353012
1024,142565.284624,120365.000000,534.075837
2048,294833.060497,138206.000000,71357.555557
4096,466495.935321,444973.000000,14273.113466
8192,365738.220532,232979.000000,42906.914291
16384,425560.769906,182593.000000,204747.806992
32768,267679.109071,193810.000000,221821.967661
65536,197661.660974,101388.000000,188574.935827
