frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,467636.299825,212435.000000,42.976738
4,523265.361907,307851.000000,95.262794
8,457107.517675,262053.000000,228.396585
16,225746.504671,172149.000000,207.342711
32,209092.617407,133570.000000,137.080268
64,546404.734109,290518.000000,744.744251
128,441467.003933,273223.000000,608.636180
256,536684.968373,253605.000000,543.273412
512,818353.003864,239739.000000,14187.271514
1024,663238.462210,254744.000000,45302.072160
2048,704813.127519,182462.000000,96895.208581
4096,699349.669753,278478.000000,139582.263092
8192,735826.858649,222777.000000,210635.777032
16384,1011337.186023,246381.000000,386814.647025
32768,749774.711374,229337.000000,487402.026922
65536,1422043.540771,247212.000000,1399880.228935
