frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,102143.873708,88710.000000,47.318073
4,133997.319764,120009.000000,182.392434
8,186622.966931,141484.000000,19.209373
16,271888.615357,232394.000000,17.378147
32,238938.005386,200795.000000,27448.583588
64,333637.398882,297712.000000,258.567206
128,401985.468438,247240.000000,2380.493436
256,48594.665890,21292.000000,1827.176237
512,146132.515187,72372.000000,2122.740917
1024,354822.471397,201481.000000,50871.554733
2048,77989.512000,47319.000000,15891.851717
4096,173464.899625,83954.000000,18177.889344
8192,343074.075224,225362.000000,51984.279778
16384,156748.622897,104155.000000,118563.470926
32768,179602.691461,76674.000000,6514.801609
65536,316026.437166,152738.000000,57510.263867
