frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,323089.110225,242131.000000,25.377155
4,360336.154632,209015.000000,100.314505
8,271126.972292,180411.000000,184.604984
16,50087.598525,19218.000000,327.864301
32,586930.362872,264560.000000,60.066630
64,238819.669272,142822.000000,95.765338
128,137220.305462,71941.000000,1004.062747
256,371896.424647,230971.000000,4161.462844
512,365009.902145,262560.000000,6197.764920
1024,381472.807576,263250.000000,6598.193995
2048,184474.484385,138169.000000,47337.937397
4096,237418.273286,96221.000000,84245.858599
8192,458846.685865,275576.000000,223040.112052
16384,358672.294101,106853.000000,173034.287241
32768,1508473.477432,238989.000000,1092463.732331
65536,746459.617916,190533.000000,709155.265231
