frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,294707.428067,173456.000000,109.622078
4,438857.936787,188732.000000,39.458839
8,460864.687061,204565.000000,664.246942
16,464513.508409,203436.000000,610.160635
32,444735.969670,160811.000000,339.923521
64,991062.534794,298992.000000,299012.974514
128,488721.056029,266341.000000,2676.713096
256,527364.859348,273590.000000,4206.909317
512,514938.408709,267203.000000,59399.629696
1024,641642.790840,245473.000000,16839.958818
2048,598284.209519,225132.000000,26921.945026
4096,501670.889888,257162.000000,201890.233407
8192,765053.176747,255980.000000,246850.119321
16384,602192.963763,213146.000000,111907.844613
32768,1035890.442652,213828.000000,857976.488148
65536,691048.062681,244858.000000,585876.255243
