frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,584494.429148,282957.000000,57.245087
4,139115.781966,71864.000000,148.791801
8,207002.684702,143427.000000,90.365923
16,256323.906628,159086.000000,506.733658
32,552358.936792,281395.000000,197.962118
64,629834.785142,264195.000000,977.423654
128,826899.789247,276097.000000,1792.962353
256,519480.186224,228250.000000,1549.243364
512,779341.219795,262354.000000,16249.028371
1024,473872.911875,139142.000000,79302.215745
2048,849607.925403,272870.000000,111570.059407
4096,280507.637051,78968.000000,31947.457692
8192,783636.418608,261123.000000,575589.344890
16384,691300.734289,101414.000000,239120.497823
32768,1329340.683088,176446.000000,399773.916878
65536,1097501.515761,284249.000000,822260.348125
