frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,111560.103178,63267.000000,20.273135
4,133416.720526,68452.000000,34.496377
8,173662.905400,85490.000000,68.541958
16,283762.139702,189311.000000,1465.527891
32,515028.850939,261282.000000,146.232691
64,192589.879664,113404.000000,3832.686656
128,716540.947000,294824.000000,74961.804627
256,694410.348353,259693.000000,14734.432327
512,701486.055505,263114.000000,4234.033538
1024,810273.023156,271823.000000,114274.529406
2048,720198.266888,264943.000000,64518.756529
4096,1036438.547256,290847.000000,233537.967774
8192,452874.641161,56994.000000,107770.162554
16384,560004.320809,145470.000000,150373.582554
32768,2872167.780821,215899.000000,2855997.082797
65536,1794625.351031,254373.000000,944156.122251
