frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,191426.428831,138116.000000,12.806248
4,149090.706105,104429.000000,1587.210131
8,403811.075457,256264.000000,39.127995
16,422171.811497,235431.000000,326.387806
32,101945.692165,43009.000000,670.326040
64,140407.355128,65616.000000,322.072973
128,294927.540947,185634.000000,1989.104070
256,437552.822421,209615.000000,726.360792
512,253153.113939,145908.000000,3220.966315
1024,579576.196707,264201.000000,11530.289285
2048,445956.164657,217860.000000,8138.023532
4096,399262.333160,233285.000000,21698.667678
8192,387573.396370,235050.000000,267992.204241
16384,317152.383551,92473.000000,134075.273145
32768,534540.644793,204230.000000,380205.695433
65536,379223.204330,154265.000000,371361.186289
