frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,110919.451310,101533.000000,74.759615
4,237790.907875,213934.000000,51.913389
8,334983.489814,306097.000000,28.930952
16,170117.983115,149260.000000,630.955624
32,221477.372266,124878.000000,144.086779
64,157591.883677,100841.000000,250.475548
128,190263.922216,133385.000000,1623.090262
256,107360.384290,66719.000000,888.428388
512,132536.495257,93922.000000,1635.995721
1024,230925.099184,171834.000000,7868.905515
2048,210051.865893,184028.000000,3800.547724
4096,180031.428906,104089.000000,2397.443639
8192,556953.805674,296317.000000,102410.048047
16384,327663.757874,174835.000000,209284.460231
32768,163993.155168,83850.000000,86024.021285
65536,364932.763266,125641.000000,90653.788917
