frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,306927.953362,181825.000000,33.719431
4,133789.287366,76069.000000,394.898721
8,313700.983739,206083.000000,392.289434
16,106824.514069,72434.000000,103.155223
32,438579.404519,218678.000000,2311.743498
64,307612.125439,185676.000000,1436.864990
128,326909.100650,223897.000000,2572.512002
256,325993.185599,218087.000000,502.836952
512,437766.094187,244644.000000,1539.945778
1024,535384.154999,304900.000000,71664.044723
2048,839295.345259,270343.000000,276982.798688
4096,318823.520028,161919.000000,61602.473514
8192,112251.557749,53625.000000,33616.480378
16384,703784.739595,257693.000000,494704.776288
32768,744588.233091,274113.000000,332233.071995
65536,1967878.439761,239853.000000,1906446.059637
