frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,220664.201714,147895.000000,104.594455
4,63432.675381,38431.000000,18.027756
8,161125.342609,78817.000000,48.754487
16,219060.880259,166619.000000,77.408010
32,288541.938123,175052.000000,111.099055
64,84684.587984,37137.000000,1170.733531
128,520588.841396,272015.000000,1735.114694
256,155928.674339,98869.000000,1156.353320
512,447933.608604,265259.000000,5331.817326
1024,241100.998503,132667.000000,1306.214760
2048,576163.753844,257732.000000,212415.575265
4096,504999.119570,269563.000000,187064.795515
8192,553037.814288,296140.000000,177132.354854
16384,309658.503707,150374.000000,150699.040325
32768,737606.837354,299171.000000,728033.456086
65536,852071.136931,162209.000000,846452.368373
