frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,139784.003555,75231.000000,143.331783
4,225256.996637,141837.000000,56.017854
8,336955.578675,174725.000000,26.400758
16,309063.348924,162541.000000,61.886994
32,365584.909977,249135.000000,814.905516
64,368881.887457,251982.000000,1579.775300
128,344040.396183,205766.000000,3010.104649
256,473924.675865,287295.000000,13816.136906
512,951631.400281,273531.000000,50392.841009
1024,639366.961461,277542.000000,37007.534111
2048,1064793.222191,270502.000000,47651.055927
4096,459406.487136,126352.000000,158564.477866
8192,670440.635538,145784.000000,266223.204798
16384,1115772.673242,299765.000000,834434.996956
32768,318128.891338,65554.000000,263454.707882
65536,1257612.267621,218729.000000,916843.068614
