frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,565143.545041,271451.000000,25.651511
4,413784.462595,255070.000000,19.974984
8,96372.446996,41363.000000,71.916618
16,142661.984919,102350.000000,380.797847
32,133368.877160,71590.000000,82.018291
64,462038.557900,268224.000000,119.029408
128,482078.891989,266478.000000,494.761559
256,231735.924789,157222.000000,1120.433845
512,190125.696314,133524.000000,12267.090975
1024,169857.437726,97456.000000,6615.040514
2048,572798.516214,252773.000000,15703.217186
4096,688858.053539,319002.000000,68256.518487
8192,182766.280142,122944.000000,25306.071663
16384,667442.847239,227400.000000,433194.677344
32768,423151.099715,186963.000000,366293.230990
65536,600863.810878,139998.000000,443895.749392
