frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,102908.610811,60726.000000,21.656408
4,130242.602742,69440.000000,146.270298
8,187721.586577,148324.000000,207.284828
16,207287.922309,114654.000000,133.157801
32,233300.994404,165292.000000,10078.546373
64,264164.422919,139606.000000,279.383249
128,282391.458525,169520.000000,248.600080
256,383795.743782,204429.000000,1180.719272
512,523691.954168,313025.000000,93533.258240
1024,433375.009741,264612.000000,81919.979169
2048,473757.002276,244765.000000,222366.279103
4096,691113.695414,298065.000000,14348.310597
8192,288564.090370,135922.000000,194478.951349
16384,416912.846907,177501.000000,196146.834667
32768,449257.076042,124687.000000,278744.552327
65536,1232182.783085,231968.000000,1013252.239842
