arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38,13.000000,262144,68326426.252697
38,15.300000,32768,101190239.228887
38,19.700000,4096,156421837.619934
38,32.300000,512,280473972.457668
38,90.000000,18,417385448.362667
38,90.000000,27,396454542.407475
38,90.000000,36,383405114.951061
