arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
30,13.000000,262144,93368636.424316
30,15.300000,32768,128928940.647962
30,19.700000,4096,186666058.157236
30,32.300000,512,321058741.631586
30,90.000000,18,470665242.807043
30,90.000000,27,450657156.875190
30,90.000000,36,431385092.683835
