arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
22,13.000000,262144,123850387.488027
22,15.300000,32768,158246530.735348
22,19.700000,4096,219826121.741435
22,32.300000,512,355581302.387740
22,90.000000,18,520646192.104844
22,90.000000,27,500705911.597619
22,90.000000,36,476051331.400597
