arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32,13.000000,262144,87112668.861651
32,15.300000,32768,116656952.727629
32,19.700000,4096,182304923.197601
32,32.300000,512,310788563.550773
32,90.000000,18,455003628.588889
32,90.000000,27,436508474.856611
32,90.000000,36,415572171.786765
