arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
36,13.000000,262144,75796886.574006
36,15.300000,32768,108114942.715169
36,19.700000,4096,166347446.633764
36,32.300000,512,291089991.497104
36,90.000000,18,428335045.559287
36,90.000000,27,413808457.327514
36,90.000000,36,394564603.114380
