frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,170400.316989,109742.000000,43.852024
4,118752.213832,78370.000000,54.571055
8,70357.457210,57353.000000,126.917296
16,524302.045382,436185.000000,98.640762
32,162046.869819,97466.000000,159.201131
64,314483.575213,278684.000000,5631.918146
128,284999.974186,186030.000000,235.667138
256,128742.355206,84907.000000,9393.377508
512,236144.434133,203467.000000,6058.198082
1024,285550.910133,272642.000000,948.178781
2048,444828.522152,317114.000000,7733.400481
4096,342598.412310,183816.000000,137520.525810
8192,204329.354619,78180.000000,115052.339398
16384,226209.567455,137764.000000,96629.990712
32768,1994095.234631,154286.000000,905272.256632
65536,1475175.159903,116315.000000,1462587.537426
