frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,226740.688733,199853.000000,88.425110
4,269391.709379,163000.000000,12.206556
8,240575.593371,180739.000000,1085.325758
16,143475.492322,121668.000000,225.973450
32,197572.573028,95526.000000,84.356387
64,225489.160706,164878.000000,387.600310
128,510345.289770,308659.000000,13014.516856
256,431432.869521,250371.000000,5563.559113
512,389173.751949,227960.000000,2608.164105
1024,183279.359353,82266.000000,35687.043545
2048,533359.552777,302753.000000,199578.945330
4096,240395.560764,132024.000000,11198.573257
8192,93367.256584,64479.000000,40086.306515
16384,1127635.886645,193803.000000,518649.083096
32768,541531.008627,209359.000000,390181.512405
65536,466618.325558,107995.000000,448124.670939
