frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,127298.183114,84686.000000,262.764153
4,143502.892037,113779.000000,71.309186
8,242004.129426,175400.000000,76.544105
16,379670.935060,204306.000000,296.376450
32,288313.108106,211376.000000,655.389960
64,323920.187443,256357.000000,59.042358
128,199787.951218,138830.000000,2982.463076
256,169778.122324,87739.000000,4258.288154
512,363078.233121,181428.000000,5514.303038
1024,468186.336708,284947.000000,1609.235533
2048,128481.300383,59000.000000,16803.698194
4096,333317.713871,185992.000000,91587.221745
8192,1094132.141074,299651.000000,329299.536125
16384,372575.336720,105717.000000,320352.973036
32768,702799.343777,290755.000000,331625.103377
65536,748097.612990,244952.000000,626569.897975
